Review,Sentiment
Great deal. Got the iPhone 13 256gb at a heavy discount. Earlier was not sure about ordering the product online due to quality issue and scam happening but checked the phone is genuine and I am happy about it.,Positive
"Got iphone 13 at 52019 and at this price it's a good deal. Display is good , battery backup is good , camera performance is good , performance is good . Overall phone is good .",Positive
Undoubtedly the best experience u can get,Positive
Nice my iphone I love,Positive
Nice phon,Positive
Perfect phone and quick delivery. Thanks for the festival deal bought it on lovely price.,Positive
"Awesome mobile, higher performance , best camera quality , thanks BBD sales flipkart",Positive
Received genuine product from Flipkart.,Neutral
A long time investment worth having. Totally satisfied with the performance and feel.,Positive
good one,Positive
"Bought this in BBD sale. iPhone 13 Blue 256GB for 59990. Best purchase I have made in a long time. I don't upgrade my phone frequently, so I hope this one will last me the next 6yrs. One small thing I have noticed within a week is the simplicity of android in some instances.  Especially volume control",Positive
Gr8,Positive
"Being an android user for years, switiching to iphone was easy. Iphone 13 is a great all round phone with great screen, cameras, battery and performance.Loved the purchase.",Positive
Verry good cameras,Positive
Happy that I received geniune product from Flipkart on the date specified had negative thoughts post reading on social media and feeling lucky that I got one in BigbillionDays for 51k. Thanks Flipkart,Positive
"Mobile is very good, camera and performance is the best thing.",Positive
The camera is really amazing. Butter smooth performance. In Low light it captures well. Addictive display quality. Totally paisa wasool product. Speed is rocket speed.,Positive
"Great display, with great specs loved it",Positive
Very good phone. Looks very elegant,Positive
Display and camera could have been better.Samsung flagship at the same price beats it so so easily. If not for notchless atleast 120 hz in todays era is a must for this proce. Camera day time performance is the best but lacks zoom capabilities.I absolutely hate the selfy cameras.,Negative
Excellent phone!! Great price!!,Positive
"Nice buy in big billion day. Just finding it different to shift from Android to IOS not difficult. Nice camera, performance and battery.",Positive
Osmm mobile very good.,Positive
Awsome product.,Neutral
Writing this review after using the phone for almost 3 days. Great experience i switch from iphone 11 to iphone 13 and the camera is really great and the performance is good battery backup is upgraded nice i love it,Positive
Very best good,Positive
Malta valo sudhu damta boddo besi bki loved it,Positive
Simply awsm...,Neutral
4K video quality is best but camera is not good,Negative
Best hai,Positive
Amazing!!,Positive
Thanks to Flipkart for the quick delivery and at great offer,Positive
I’m under loss after buying this product from flipkart,Negative
Genuine,Neutral
Great feel..,Positive
A gift for myself,Positive
Ultimate photo,Neutral
Really its outstanding phone.Value of money within 50k in Big billion day. display smoothness is really awesome.camera is outstanding.,Positive
Good phone. The colour was pink. But in day time it is white,Positive
It's Apple products.. no words to say...,Negative
Everything think is excellent,Positive
Awesome go for it,Positive
Supee,Neutral
Amazing picture qualitySuper smooth performance,Positive
Dola doleVery good phoneExcellent display qualityExcellent soundCinematic mode is crazyExcellent iOS experience,Positive
praise is less i love this prouduct thank you apple and flipkart,Positive
"Ultimate, Genius",Neutral
"Performance amazing, camera is good and design I love it.",Positive
Bhai amazing product and packing by Flipkart,Positive
Why iPhone because no phone is like iPhone excellent phone with booster performance,Positive
awesome thanks flipkart,Positive
Ok good mobile,Positive
Its the best phone ever. It's worth the price. You should buy specially the starlight color is amazing,Positive
"Awesome iPhone , value for money",Positive
A very very good product camera clarity  is amazing,Positive
Best experience with flipkart.fast delivery and best delivery,Positive
Best in all department1. Premium in-hand feel.2. Software is very smooth.3. Screen is mesmerizing.4. Camera takes very close to the life photos.5. Performance is at the beast level.,Positive
Upgrade from 12mini to 13 great device.,Positive
Great product Super duper,Positive
Very good experience..!,Positive
indian product and made in july 2022 gd price thnkuu flipkart,Neutral
Everything was fine....but the colour is somewhat bluish,Neutral
Will update full review soon,Neutral
Very gud,Neutral
Excellent job,Positive
iPhone 13 is superb. Go for it.,Positive
Awesome phone love it,Positive
Off course,Neutral
vary good product with great offer… thanks to flipkart,Positive
As usual ios lover,Positive
Must buy,Neutral
It is working fine so farHandy and comfortable,Positive
Very good experience.,Positive
Nice  one  one of the best,Positive
Super iphone Evee,Positive
"I was an android from many years, and iPhone 13 is my first IOS mobile and its awesome on look and performance wise,just go for it…",Positive
